"genome","array_size","following_spacing_size"
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",22706,343000
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",1766,1311575
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",354664,1832196
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",205192,1946352
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",325242,1056579
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",42785,305357
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",56994,869463
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",53974,514066
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",1411,306224
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",22194,174116
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",403,1879355
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",457850,1213504
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",127321,1231507
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",21928,1497812
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",68137,828843
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",118221,1565883
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",33605,220368
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",12385,141004
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",1016,1499714
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",182612,1242954
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",17366,389014
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",44033,1841994
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",366475,2489629
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",23398,1263987
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",812879,1228495
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",23896,1141371
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",57673,2012568
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",18341,2486052
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",30246,507225
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",220657,1383259
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",6433,1192550
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",329403,604229
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",7865,88864
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",1022,361273
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",143884,309248
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",12919,1071632
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",110518,612252
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",60662,1156163
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",13859,2293916
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",169509,308620
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",21572,994846
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",15799,1679546
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",658723,1121649
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",23582,682265
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",13121,313178
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",14167,100695
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",2153,83482
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",14115,440720
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",164839,820981
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",146446,974832
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",609984,1131263
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",1091,1960395
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",2821,689865
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",25852,614841
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",86706,508665
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",774,413096
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",114724,1110147
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",489341,672372
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",19527,1681630
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",568087,2038344
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",367566,1786922
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",31723,2170065
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",569201,1273160
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",81669,300506
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",98099,334287
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",20893,260745
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",94439,395376
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",11681,820549
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",37470,501722
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",23014,1934454
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",192292,644658
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",21213,587575
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",188494,551488
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",24965,131227
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",18682,1085013
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",251796,1048439
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",102829,1133512
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",26958,2817261
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",422852,816124
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",143278,NA
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",195563,537042
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",12726,548444
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",58305,1749984
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",3619,717395
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",440303,1355884
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",768,494249
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",197091,1936226
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",102344,648648
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",800,566150
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",121628,1022587
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",319088,746859
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",17271,114307
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",2021,542380
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",146645,924839
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",283519,588061
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",609,1507097
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",140921,767958
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",88251,985049
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",224915,973856
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",54133,1429647
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",71971,3084995
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",856184,2795571
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",468223,1455973
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",124103,1059471
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",100043,2881055
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",41776,553657
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",252357,391992
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",34013,549995
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",10315,1325463
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",1000092,1485405
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",55385,1737370
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",664476,1844783
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",91413,473380
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",26387,594360
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",212564,3241134
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",192036,3278143
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",683688,1004633
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",72375,1432324
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",1163,773066
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",52880,940019
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",21111,1349720
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",61767,325931
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",15558,1013105
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",783096,3049935
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",45553,899273
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",90612,602863
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",246781,517686
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",456,315799
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",93068,1221677
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",63588,659311
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",59148,1093144
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",99669,890651
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",185849,2061742
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",117412,1756001
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",130697,768895
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",109999,2082936
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",19116,1136746
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",32817,224006
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",34757,270173
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",75589,1551512
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",56680,1633366
"Rhync_ridleyi.asm.hic.hap1.p_ctg.FINAL.chr",162730,NA
"Rhync_riparia_5519C.hap1.chr",87652,484201
"Rhync_riparia_5519C.hap1.chr",18797,438969
"Rhync_riparia_5519C.hap1.chr",176231,279640
"Rhync_riparia_5519C.hap1.chr",506,196340
"Rhync_riparia_5519C.hap1.chr",14431,364978
"Rhync_riparia_5519C.hap1.chr",688,176332
"Rhync_riparia_5519C.hap1.chr",118022,642517
"Rhync_riparia_5519C.hap1.chr",1475,289933
"Rhync_riparia_5519C.hap1.chr",37055,453941
"Rhync_riparia_5519C.hap1.chr",71410,822210
"Rhync_riparia_5519C.hap1.chr",60285,590870
"Rhync_riparia_5519C.hap1.chr",223396,985859
"Rhync_riparia_5519C.hap1.chr",35048,1238427
"Rhync_riparia_5519C.hap1.chr",13680,71790
"Rhync_riparia_5519C.hap1.chr",670,262767
"Rhync_riparia_5519C.hap1.chr",61249,488945
"Rhync_riparia_5519C.hap1.chr",128380,732331
"Rhync_riparia_5519C.hap1.chr",867,522268
"Rhync_riparia_5519C.hap1.chr",152925,379976
"Rhync_riparia_5519C.hap1.chr",1665,378924
"Rhync_riparia_5519C.hap1.chr",14089,177298
"Rhync_riparia_5519C.hap1.chr",17141,229887
"Rhync_riparia_5519C.hap1.chr",135380,251742
"Rhync_riparia_5519C.hap1.chr",13428,860544
"Rhync_riparia_5519C.hap1.chr",114580,496921
"Rhync_riparia_5519C.hap1.chr",27692,1724366
"Rhync_riparia_5519C.hap1.chr",50651,543974
"Rhync_riparia_5519C.hap1.chr",212012,870389
"Rhync_riparia_5519C.hap1.chr",38685,245987
"Rhync_riparia_5519C.hap1.chr",18263,660259
"Rhync_riparia_5519C.hap1.chr",32510,484098
"Rhync_riparia_5519C.hap1.chr",174011,1110379
"Rhync_riparia_5519C.hap1.chr",101706,524049
"Rhync_riparia_5519C.hap1.chr",53753,766759
"Rhync_riparia_5519C.hap1.chr",45289,418028
"Rhync_riparia_5519C.hap1.chr",57633,972259
"Rhync_riparia_5519C.hap1.chr",40167,473708
"Rhync_riparia_5519C.hap1.chr",83147,452263
"Rhync_riparia_5519C.hap1.chr",33955,622668
"Rhync_riparia_5519C.hap1.chr",54996,430524
"Rhync_riparia_5519C.hap1.chr",40160,498448
"Rhync_riparia_5519C.hap1.chr",98045,632413
"Rhync_riparia_5519C.hap1.chr",63142,629471
"Rhync_riparia_5519C.hap1.chr",1429,120685
"Rhync_riparia_5519C.hap1.chr",34712,369521
"Rhync_riparia_5519C.hap1.chr",53091,472348
"Rhync_riparia_5519C.hap1.chr",16692,759713
"Rhync_riparia_5519C.hap1.chr",174099,534710
"Rhync_riparia_5519C.hap1.chr",12234,595329
"Rhync_riparia_5519C.hap1.chr",63582,712837
"Rhync_riparia_5519C.hap1.chr",1007,571644
"Rhync_riparia_5519C.hap1.chr",117517,361691
"Rhync_riparia_5519C.hap1.chr",42156,1019646
"Rhync_riparia_5519C.hap1.chr",44486,486683
"Rhync_riparia_5519C.hap1.chr",26668,487600
"Rhync_riparia_5519C.hap1.chr",201786,520493
"Rhync_riparia_5519C.hap1.chr",25093,734332
"Rhync_riparia_5519C.hap1.chr",31688,460807
"Rhync_riparia_5519C.hap1.chr",2138,495316
"Rhync_riparia_5519C.hap1.chr",91047,390576
"Rhync_riparia_5519C.hap1.chr",85192,313238
"Rhync_riparia_5519C.hap1.chr",943,176082
"Rhync_riparia_5519C.hap1.chr",19273,90898
"Rhync_riparia_5519C.hap1.chr",1681,349583
"Rhync_riparia_5519C.hap1.chr",60589,593563
"Rhync_riparia_5519C.hap1.chr",47835,347171
"Rhync_riparia_5519C.hap1.chr",8510,313274
"Rhync_riparia_5519C.hap1.chr",10668,433920
"Rhync_riparia_5519C.hap1.chr",145139,820292
"Rhync_riparia_5519C.hap1.chr",19046,295439
"Rhync_riparia_5519C.hap1.chr",1040,337816
"Rhync_riparia_5519C.hap1.chr",111798,527927
"Rhync_riparia_5519C.hap1.chr",62146,353665
"Rhync_riparia_5519C.hap1.chr",50392,566786
"Rhync_riparia_5519C.hap1.chr",69235,646173
"Rhync_riparia_5519C.hap1.chr",4020,207226
"Rhync_riparia_5519C.hap1.chr",51003,318535
"Rhync_riparia_5519C.hap1.chr",23211,490714
"Rhync_riparia_5519C.hap1.chr",136956,280158
"Rhync_riparia_5519C.hap1.chr",2294,524498
"Rhync_riparia_5519C.hap1.chr",38451,419669
"Rhync_riparia_5519C.hap1.chr",4311,239032
"Rhync_riparia_5519C.hap1.chr",576,299381
"Rhync_riparia_5519C.hap1.chr",79053,510381
"Rhync_riparia_5519C.hap1.chr",76780,236367
"Rhync_riparia_5519C.hap1.chr",8281,407910
"Rhync_riparia_5519C.hap1.chr",23201,349303
"Rhync_riparia_5519C.hap1.chr",3261,217801
"Rhync_riparia_5519C.hap1.chr",82105,576687
"Rhync_riparia_5519C.hap1.chr",110566,887600
"Rhync_riparia_5519C.hap1.chr",41490,367597
"Rhync_riparia_5519C.hap1.chr",4055,357374
"Rhync_riparia_5519C.hap1.chr",135058,481510
"Rhync_riparia_5519C.hap1.chr",28923,258976
"Rhync_riparia_5519C.hap1.chr",90397,237461
"Rhync_riparia_5519C.hap1.chr",2322,126490
"Rhync_riparia_5519C.hap1.chr",21090,552623
"Rhync_riparia_5519C.hap1.chr",20266,698921
"Rhync_riparia_5519C.hap1.chr",43173,717135
"Rhync_riparia_5519C.hap1.chr",85715,584641
"Rhync_riparia_5519C.hap1.chr",24870,404425
"Rhync_riparia_5519C.hap1.chr",100130,315541
"Rhync_riparia_5519C.hap1.chr",585,378299
"Rhync_riparia_5519C.hap1.chr",36783,526683
"Rhync_riparia_5519C.hap1.chr",45502,385819
"Rhync_riparia_5519C.hap1.chr",17344,670961
"Rhync_riparia_5519C.hap1.chr",104467,392778
"Rhync_riparia_5519C.hap1.chr",8919,285817
"Rhync_riparia_5519C.hap1.chr",44706,327067
"Rhync_riparia_5519C.hap1.chr",10656,739982
"Rhync_riparia_5519C.hap1.chr",75180,275454
"Rhync_riparia_5519C.hap1.chr",25465,661426
"Rhync_riparia_5519C.hap1.chr",121149,858096
"Rhync_riparia_5519C.hap1.chr",17231,341102
"Rhync_riparia_5519C.hap1.chr",49511,486781
"Rhync_riparia_5519C.hap1.chr",23197,389039
"Rhync_riparia_5519C.hap1.chr",861,304635
"Rhync_riparia_5519C.hap1.chr",109640,1076221
"Rhync_riparia_5519C.hap1.chr",168664,549654
"Rhync_riparia_5519C.hap1.chr",35891,631960
"Rhync_riparia_5519C.hap1.chr",25426,554326
"Rhync_riparia_5519C.hap1.chr",126713,340866
"Rhync_riparia_5519C.hap1.chr",31620,292379
"Rhync_riparia_5519C.hap1.chr",1387,319520
"Rhync_riparia_5519C.hap1.chr",14125,685430
"Rhync_riparia_5519C.hap1.chr",104886,602176
"Rhync_riparia_5519C.hap1.chr",105328,886617
"Rhync_riparia_5519C.hap1.chr",1369,160316
"Rhync_riparia_5519C.hap1.chr",44854,529477
"Rhync_riparia_5519C.hap1.chr",6927,645443
"Rhync_riparia_5519C.hap1.chr",25885,510621
"Rhync_riparia_5519C.hap1.chr",25699,732450
"Rhync_riparia_5519C.hap1.chr",203098,559328
"Rhync_riparia_5519C.hap1.chr",38202,467203
"Rhync_riparia_5519C.hap1.chr",25803,462479
"Rhync_riparia_5519C.hap1.chr",53795,659892
"Rhync_riparia_5519C.hap1.chr",16474,377410
"Rhync_riparia_5519C.hap1.chr",2461,318446
"Rhync_riparia_5519C.hap1.chr",489,149706
"Rhync_riparia_5519C.hap1.chr",93108,727181
"Rhync_riparia_5519C.hap1.chr",13264,541423
"Rhync_riparia_5519C.hap1.chr",134936,539575
"Rhync_riparia_5519C.hap1.chr",42344,422693
"Rhync_riparia_5519C.hap1.chr",36270,701535
"Rhync_riparia_5519C.hap1.chr",29588,619671
"Rhync_riparia_5519C.hap1.chr",104515,235591
"Rhync_riparia_5519C.hap1.chr",890,367969
"Rhync_riparia_5519C.hap1.chr",52743,319124
"Rhync_riparia_5519C.hap1.chr",22093,953635
"Rhync_riparia_5519C.hap1.chr",20553,572195
"Rhync_riparia_5519C.hap1.chr",28308,513178
"Rhync_riparia_5519C.hap1.chr",99409,357608
"Rhync_riparia_5519C.hap1.chr",72382,309055
"Rhync_riparia_5519C.hap1.chr",12462,273116
"Rhync_riparia_5519C.hap1.chr",100913,678686
"Rhync_riparia_5519C.hap1.chr",46368,701995
"Rhync_riparia_5519C.hap1.chr",72067,1030299
"Rhync_riparia_5519C.hap1.chr",11081,NA
"Rhync_riparia_5519C.hap1.chr",7495,794100
"Rhync_riparia_5519C.hap1.chr",151514,816833
"Rhync_riparia_5519C.hap1.chr",38775,444675
"Rhync_riparia_5519C.hap1.chr",38738,606572
"Rhync_riparia_5519C.hap1.chr",79508,271851
"Rhync_riparia_5519C.hap1.chr",44258,598933
"Rhync_riparia_5519C.hap1.chr",141863,513760
"Rhync_riparia_5519C.hap1.chr",29565,911246
"Rhync_riparia_5519C.hap1.chr",73966,682917
"Rhync_riparia_5519C.hap1.chr",98405,554747
"Rhync_riparia_5519C.hap1.chr",31712,725909
"Rhync_riparia_5519C.hap1.chr",23002,359370
"Rhync_riparia_5519C.hap1.chr",44209,1306118
"Rhync_riparia_5519C.hap1.chr",74938,549771
"Rhync_riparia_5519C.hap1.chr",56887,592258
"Rhync_riparia_5519C.hap1.chr",81481,667057
"Rhync_riparia_5519C.hap1.chr",55308,314083
"Rhync_riparia_5519C.hap1.chr",687,465455
"Rhync_riparia_5519C.hap1.chr",29790,261966
"Rhync_riparia_5519C.hap1.chr",31389,647095
"Rhync_riparia_5519C.hap1.chr",47138,592002
"Rhync_riparia_5519C.hap1.chr",16744,529501
"Rhync_riparia_5519C.hap1.chr",60306,480442
"Rhync_riparia_5519C.hap1.chr",46236,460467
"Rhync_riparia_5519C.hap1.chr",54779,146903
"Rhync_riparia_5519C.hap1.chr",864,591776
"Rhync_riparia_5519C.hap1.chr",41853,446998
"Rhync_riparia_5519C.hap1.chr",57455,449186
"Rhync_riparia_5519C.hap1.chr",83331,463482
"Rhync_riparia_5519C.hap1.chr",26986,846735
"Rhync_riparia_5519C.hap1.chr",44941,591927
"Rhync_riparia_5519C.hap1.chr",16471,348668
"Rhync_riparia_5519C.hap1.chr",88726,282203
"Rhync_riparia_5519C.hap1.chr",39591,578550
"Rhync_riparia_5519C.hap1.chr",32328,462424
"Rhync_riparia_5519C.hap1.chr",67082,1049622
"Rhync_riparia_5519C.hap1.chr",69749,777781
"Rhync_riparia_5519C.hap1.chr",62837,727151
"Rhync_riparia_5519C.hap1.chr",46372,293506
"Rhync_riparia_5519C.hap1.chr",814,332960
"Rhync_riparia_5519C.hap1.chr",71108,462991
"Rhync_riparia_5519C.hap1.chr",37791,281291
"Rhync_riparia_5519C.hap1.chr",908,555370
"Rhync_riparia_5519C.hap1.chr",33598,368117
"Rhync_riparia_5519C.hap1.chr",136092,687425
"Rhync_riparia_5519C.hap1.chr",67378,577122
"Rhync_riparia_5519C.hap1.chr",16307,683683
"Rhync_riparia_5519C.hap1.chr",52945,330505
"Rhync_riparia_5519C.hap1.chr",19520,585208
"Rhync_riparia_5519C.hap1.chr",458,145392
"Rhync_riparia_5519C.hap1.chr",14416,335958
"Rhync_riparia_5519C.hap1.chr",34494,101246
"Rhync_riparia_5519C.hap1.chr",1151,123895
"Rhync_riparia_5519C.hap1.chr",1020,402859
"Rhync_riparia_5519C.hap1.chr",92704,465235
"Rhync_riparia_5519C.hap1.chr",3682,108833
"Rhync_riparia_5519C.hap1.chr",39024,445116
"Rhync_riparia_5519C.hap1.chr",44453,392407
"Rhync_riparia_5519C.hap1.chr",39090,796444
"Rhync_riparia_5519C.hap1.chr",92332,380922
"Rhync_riparia_5519C.hap1.chr",465,196843
"Rhync_riparia_5519C.hap1.chr",39543,673847
"Rhync_riparia_5519C.hap1.chr",111955,654772
"Rhync_riparia_5519C.hap1.chr",27465,192922
"Rhync_riparia_5519C.hap1.chr",2068,160299
"Rhync_riparia_5519C.hap1.chr",39399,287106
"Rhync_riparia_5519C.hap1.chr",31908,698352
"Rhync_riparia_5519C.hap1.chr",1125,482995
"Rhync_riparia_5519C.hap1.chr",117563,310918
"Rhync_riparia_5519C.hap1.chr",22629,485396
"Rhync_riparia_5519C.hap1.chr",28199,578607
"Rhync_riparia_5519C.hap1.chr",1064,346494
"Rhync_riparia_5519C.hap1.chr",117839,683267
"Rhync_riparia_5519C.hap1.chr",71905,472345
"Rhync_riparia_5519C.hap1.chr",40758,247687
"Rhync_riparia_5519C.hap1.chr",1289,473014
"Rhync_riparia_5519C.hap1.chr",163636,432154
"Rhync_riparia_5519C.hap1.chr",10374,263239
"Rhync_riparia_5519C.hap1.chr",66227,488032
"Rhync_riparia_5519C.hap1.chr",1041,346968
"Rhync_riparia_5519C.hap1.chr",24925,426878
"Rhync_riparia_5519C.hap1.chr",929,214812
"Rhync_riparia_5519C.hap1.chr",68944,695062
"Rhync_riparia_5519C.hap1.chr",70392,644340
"Rhync_riparia_5519C.hap1.chr",50933,440924
"Rhync_riparia_5519C.hap1.chr",76912,531034
"Rhync_riparia_5519C.hap1.chr",1479,224823
"Rhync_riparia_5519C.hap1.chr",19746,151422
"Rhync_riparia_5519C.hap1.chr",490,224612
"Rhync_riparia_5519C.hap1.chr",85543,413306
"Rhync_riparia_5519C.hap1.chr",1091,302589
"Rhync_riparia_5519C.hap1.chr",73522,353324
"Rhync_riparia_5519C.hap1.chr",2394,501445
"Rhync_riparia_5519C.hap1.chr",3363,341418
"Rhync_riparia_5519C.hap1.chr",34730,611485
"Rhync_riparia_5519C.hap1.chr",83818,400560
"Rhync_riparia_5519C.hap1.chr",20164,280104
"Rhync_riparia_5519C.hap1.chr",13175,430232
"Rhync_riparia_5519C.hap1.chr",125032,513857
"Rhync_riparia_5519C.hap1.chr",28412,141284
"Rhync_riparia_5519C.hap1.chr",37102,363350
"Rhync_riparia_5519C.hap1.chr",16150,329232
"Rhync_riparia_5519C.hap1.chr",1912,222365
"Rhync_riparia_5519C.hap1.chr",57017,319262
"Rhync_riparia_5519C.hap1.chr",83599,479014
"Rhync_riparia_5519C.hap1.chr",36015,482753
"Rhync_riparia_5519C.hap1.chr",127731,774587
"Rhync_riparia_5519C.hap1.chr",31210,398005
"Rhync_riparia_5519C.hap1.chr",78214,587183
"Rhync_riparia_5519C.hap1.chr",22435,375392
"Rhync_riparia_5519C.hap1.chr",16774,495365
"Rhync_riparia_5519C.hap1.chr",503,545764
"Rhync_riparia_5519C.hap1.chr",156143,792657
"Rhync_riparia_5519C.hap1.chr",3906,298197
"Rhync_riparia_5519C.hap1.chr",191049,406742
"Rhync_riparia_5519C.hap1.chr",787,591988
"Rhync_riparia_5519C.hap1.chr",23528,246513
"Rhync_riparia_5519C.hap1.chr",62058,262181
"Rhync_riparia_5519C.hap1.chr",44684,359480
"Rhync_riparia_5519C.hap1.chr",38127,287293
"Rhync_riparia_5519C.hap1.chr",937,926157
"Rhync_riparia_5519C.hap1.chr",54737,342212
"Rhync_riparia_5519C.hap1.chr",142257,593099
"Rhync_riparia_5519C.hap1.chr",92655,290126
"Rhync_riparia_5519C.hap1.chr",956,264824
"Rhync_riparia_5519C.hap1.chr",19115,620990
"Rhync_riparia_5519C.hap1.chr",19733,293083
"Rhync_riparia_5519C.hap1.chr",13559,207738
"Rhync_riparia_5519C.hap1.chr",15158,667807
"Rhync_riparia_5519C.hap1.chr",3588,497970
"Rhync_riparia_5519C.hap1.chr",28147,807716
"Rhync_riparia_5519C.hap1.chr",131477,705961
"Rhync_riparia_5519C.hap1.chr",69553,722172
"Rhync_riparia_5519C.hap1.chr",69622,906963
"Rhync_riparia_5519C.hap1.chr",78821,453565
"Rhync_riparia_5519C.hap1.chr",876,146784
"Rhync_riparia_5519C.hap1.chr",19718,333623
