"genome","array_size","following_spacing_size"
"Rcolorata.hap1.chr",37246,479266
"Rcolorata.hap1.chr",21012,544463
"Rcolorata.hap1.chr",3787,259359
"Rcolorata.hap1.chr",8552,252954
"Rcolorata.hap1.chr",36469,566951
"Rcolorata.hap1.chr",6531,605780
"Rcolorata.hap1.chr",22064,225330
"Rcolorata.hap1.chr",3013,629036
"Rcolorata.hap1.chr",21537,267831
"Rcolorata.hap1.chr",32320,471177
"Rcolorata.hap1.chr",49119,266533
"Rcolorata.hap1.chr",2334,193176
"Rcolorata.hap1.chr",21761,188678
"Rcolorata.hap1.chr",1241,569488
"Rcolorata.hap1.chr",32874,420530
"Rcolorata.hap1.chr",25667,591289
"Rcolorata.hap1.chr",28360,227054
"Rcolorata.hap1.chr",21060,642747
"Rcolorata.hap1.chr",45930,464092
"Rcolorata.hap1.chr",24465,754577
"Rcolorata.hap1.chr",43696,538225
"Rcolorata.hap1.chr",12056,879703
"Rcolorata.hap1.chr",21989,511065
"Rcolorata.hap1.chr",23927,637272
"Rcolorata.hap1.chr",4964,406186
"Rcolorata.hap1.chr",17289,424942
"Rcolorata.hap1.chr",31665,173666
"Rcolorata.hap1.chr",20893,531923
"Rcolorata.hap1.chr",11870,266003
"Rcolorata.hap1.chr",22143,516429
"Rcolorata.hap1.chr",35834,628494
"Rcolorata.hap1.chr",21392,614030
"Rcolorata.hap1.chr",25097,631663
"Rcolorata.hap1.chr",1631,180962
"Rcolorata.hap1.chr",21031,785510
"Rcolorata.hap1.chr",44360,301265
"Rcolorata.hap1.chr",3256,407853
"Rcolorata.hap1.chr",29690,904272
"Rcolorata.hap1.chr",25554,644591
"Rcolorata.hap1.chr",35095,875168
"Rcolorata.hap1.chr",13287,266573
"Rcolorata.hap1.chr",24014,750697
"Rcolorata.hap1.chr",17356,559105
"Rcolorata.hap1.chr",17164,474274
"Rcolorata.hap1.chr",32503,622644
"Rcolorata.hap1.chr",58599,499750
"Rcolorata.hap1.chr",24615,601647
"Rcolorata.hap1.chr",30773,89135
"Rcolorata.hap1.chr",1559,730366
"Rcolorata.hap1.chr",15015,205858
"Rcolorata.hap1.chr",17635,362747
"Rcolorata.hap1.chr",22766,721610
"Rcolorata.hap1.chr",35299,137770
"Rcolorata.hap1.chr",12352,592077
"Rcolorata.hap1.chr",424,126916
"Rcolorata.hap1.chr",14493,162355
"Rcolorata.hap1.chr",18221,483089
"Rcolorata.hap1.chr",20571,417398
"Rcolorata.hap1.chr",23495,770019
"Rcolorata.hap1.chr",21548,953502
"Rcolorata.hap1.chr",29873,488007
"Rcolorata.hap1.chr",17897,353009
"Rcolorata.hap1.chr",4664,223368
"Rcolorata.hap1.chr",36559,697551
"Rcolorata.hap1.chr",32181,839251
"Rcolorata.hap1.chr",35531,727097
"Rcolorata.hap1.chr",27631,272236
"Rcolorata.hap1.chr",35194,826137
"Rcolorata.hap1.chr",14367,411505
"Rcolorata.hap1.chr",22872,411680
"Rcolorata.hap1.chr",17728,464970
"Rcolorata.hap1.chr",20904,910405
"Rcolorata.hap1.chr",165941,547154
"Rcolorata.hap1.chr",18461,645920
"Rcolorata.hap1.chr",26381,286826
"Rcolorata.hap1.chr",6710,124333
"Rcolorata.hap1.chr",20030,103938
"Rcolorata.hap1.chr",10188,303618
"Rcolorata.hap1.chr",27412,654328
"Rcolorata.hap1.chr",6492,217644
"Rcolorata.hap1.chr",31723,1131909
"Rcolorata.hap1.chr",18732,550107
"Rcolorata.hap1.chr",29869,275567
"Rcolorata.hap1.chr",16800,750050
"Rcolorata.hap1.chr",28249,447095
"Rcolorata.hap1.chr",26746,233964
"Rcolorata.hap1.chr",5829,291613
"Rcolorata.hap1.chr",28687,323020
"Rcolorata.hap1.chr",10825,371345
"Rcolorata.hap1.chr",22594,682141
"Rcolorata.hap1.chr",19880,397427
"Rcolorata.hap1.chr",23193,506912
"Rcolorata.hap1.chr",23644,974270
"Rcolorata.hap1.chr",23700,463623
"Rcolorata.hap1.chr",25379,598619
"Rcolorata.hap1.chr",16433,147067
"Rcolorata.hap1.chr",18394,1386988
"Rcolorata.hap1.chr",10608,470311
"Rcolorata.hap1.chr",19759,254320
"Rcolorata.hap1.chr",938,430009
"Rcolorata.hap1.chr",24084,468841
"Rcolorata.hap1.chr",23768,509391
"Rcolorata.hap1.chr",25009,370766
"Rcolorata.hap1.chr",31324,124529
"Rcolorata.hap1.chr",10071,307246
"Rcolorata.hap1.chr",35129,253029
"Rcolorata.hap1.chr",20293,985778
"Rcolorata.hap1.chr",23695,626489
"Rcolorata.hap1.chr",31867,1482397
"Rcolorata.hap1.chr",15405,404104
"Rcolorata.hap1.chr",27387,143872
"Rcolorata.hap1.chr",2407,422499
"Rcolorata.hap1.chr",45655,425838
"Rcolorata.hap1.chr",17183,335216
"Rcolorata.hap1.chr",1036,370697
"Rcolorata.hap1.chr",31797,495035
"Rcolorata.hap1.chr",17134,797924
"Rcolorata.hap1.chr",48623,607588
"Rcolorata.hap1.chr",31520,489118
"Rcolorata.hap1.chr",9269,144169
"Rcolorata.hap1.chr",23727,717007
"Rcolorata.hap1.chr",21524,824524
"Rcolorata.hap1.chr",16192,1678096
"Rcolorata.hap1.chr",23169,821765
"Rcolorata.hap1.chr",23303,968489
"Rcolorata.hap1.chr",46927,520850
"Rcolorata.hap1.chr",31435,285161
"Rcolorata.hap1.chr",24734,997822
"Rcolorata.hap1.chr",24746,326689
"Rcolorata.hap1.chr",28447,539162
"Rcolorata.hap1.chr",22616,680572
"Rcolorata.hap1.chr",18850,391203
"Rcolorata.hap1.chr",44265,548895
"Rcolorata.hap1.chr",18789,84015
"Rcolorata.hap1.chr",3203,542194
"Rcolorata.hap1.chr",26206,613661
"Rcolorata.hap1.chr",13671,239550
"Rcolorata.hap1.chr",3604,733685
"Rcolorata.hap1.chr",26126,491517
"Rcolorata.hap1.chr",23211,474934
"Rcolorata.hap1.chr",32192,337250
"Rcolorata.hap1.chr",17000,285324
"Rcolorata.hap1.chr",31575,683786
"Rcolorata.hap1.chr",43127,958828
"Rcolorata.hap1.chr",20085,393573
"Rcolorata.hap1.chr",67513,822994
"Rcolorata.hap1.chr",31791,570558
"Rcolorata.hap1.chr",1168,439084
"Rcolorata.hap1.chr",26776,676165
"Rcolorata.hap1.chr",23649,645432
"Rcolorata.hap1.chr",24706,468155
"Rcolorata.hap1.chr",29642,458257
"Rcolorata.hap1.chr",17745,871440
"Rcolorata.hap1.chr",49287,1399775
"Rcolorata.hap1.chr",452,182658
"Rcolorata.hap1.chr",16817,549003
"Rcolorata.hap1.chr",15524,527792
"Rcolorata.hap1.chr",4182,NA
"Rcolorata.hap1.chr",11813,815408
"Rcolorata.hap1.chr",11266,693992
"Rcolorata.hap1.chr",16390,251380
"Rcolorata.hap1.chr",1713,228418
"Rcolorata.hap1.chr",28504,638457
"Rcolorata.hap1.chr",16935,926468
"Rcolorata.hap1.chr",67309,470337
"Rcolorata.hap1.chr",1190,361166
"Rcolorata.hap1.chr",26103,958477
"Rcolorata.hap1.chr",15259,387004
"Rcolorata.hap1.chr",36061,304296
"Rcolorata.hap1.chr",27120,679332
"Rcolorata.hap1.chr",30366,702357
"Rcolorata.hap1.chr",58840,951649
"Rcolorata.hap1.chr",46173,213210
"Rcolorata.hap1.chr",8502,429240
"Rcolorata.hap1.chr",7259,511880
"Rcolorata.hap1.chr",9575,988595
"Rcolorata.hap1.chr",23159,818828
"Rcolorata.hap1.chr",25328,598324
"Rcolorata.hap1.chr",23882,187594
"Rcolorata.hap1.chr",26458,277723
"Rcolorata.hap1.chr",4287,191917
"Rcolorata.hap1.chr",24665,194202
"Rcolorata.hap1.chr",18644,581884
"Rcolorata.hap1.chr",30563,216083
"Rcolorata.hap1.chr",16326,242522
"Rcolorata.hap1.chr",2388,1380919
"Rcolorata.hap1.chr",31773,689868
"Rcolorata.hap1.chr",18071,370105
"Rcolorata.hap1.chr",14909,273117
"Rcolorata.hap1.chr",936,389051
"Rcolorata.hap1.chr",40791,718851
"Rcolorata.hap1.chr",41576,454321
"Rcolorata.hap1.chr",10156,606263
"Rcolorata.hap1.chr",30074,702529
"Rcolorata.hap1.chr",59381,491613
"Rcolorata.hap1.chr",20462,529072
"Rcolorata.hap1.chr",22330,419858
"Rcolorata.hap1.chr",20304,1113684
"Rcolorata.hap1.chr",10764,239297
"Rcolorata.hap1.chr",26835,366059
"Rcolorata.hap1.chr",24112,514357
"Rcolorata.hap1.chr",18497,1032709
"Rcolorata.hap1.chr",37339,798162
"Rcolorata.hap1.chr",16181,737674
"Rcolorata.hap1.chr",31745,605425
"Rcolorata.hap1.chr",3406,245038
"Rcolorata.hap1.chr",20119,521282
"Rcolorata.hap1.chr",26625,337459
"Rcolorata.hap1.chr",18862,338213
"Rcolorata.hap1.chr",26961,373098
"Rcolorata.hap1.chr",17354,400576
"Rcolorata.hap1.chr",18307,409043
"Rcolorata.hap1.chr",37625,969471
"Rcolorata.hap1.chr",21015,505157
"Rcolorata.hap1.chr",26237,404220
"Rcolorata.hap1.chr",37994,991664
"Rcolorata.hap1.chr",28592,434312
"Rcolorata.hap1.chr",20652,345669
"Rcolorata.hap1.chr",28870,637852
"Rcolorata.hap1.chr",29988,544004
"Rcolorata.hap1.chr",29532,204225
"Rcolorata.hap1.chr",17201,346229
"Rcolorata.hap1.chr",24905,465645
"Rcolorata.hap1.chr",35288,516580
"Rcolorata.hap1.chr",24651,500400
"Rcolorata.hap1.chr",18761,237458
"Rcolorata.hap1.chr",8467,777963
"Rcolorata.hap1.chr",2036,269910
"Rcolorata.hap1.chr",15615,89104
"Rcolorata.hap1.chr",17329,553063
"Rcolorata.hap1.chr",33527,704379
"Rcolorata.hap1.chr",16722,701079
"Rcolorata.hap1.chr",43746,617410
"Rcolorata.hap1.chr",25119,796958
"Rcolorata.hap1.chr",55770,584644
"Rcolorata.hap1.chr",20531,661486
"Rcolorata.hap1.chr",21045,1011237
"Rcolorata.hap1.chr",45553,656576
"Rcolorata.hap1.chr",52361,677546
"Rcolorata.hap1.chr",37064,637089
"Rcolorata.hap1.chr",27417,103550
"Rcolorata.hap1.chr",2135,1154343
"Rcolorata.hap1.chr",28221,562337
"Rcolorata.hap1.chr",32530,605145
"Rcolorata.hap1.chr",27757,724288
"Rcolorata.hap1.chr",21046,425140
"Rcolorata.hap1.chr",21017,596266
"Rcolorata.hap1.chr",25282,492115
"Rcolorata.hap1.chr",30742,566746
"Rcolorata.hap1.chr",9287,305427
"Rcolorata.hap1.chr",25151,447085
"Rcolorata.hap1.chr",20287,675660
"Rcolorata.hap1.chr",2800,220057
"Rcolorata.hap1.chr",33868,334333
"Rcolorata.hap1.chr",15560,184710
"Rcolorata.hap1.chr",2180,298587
"Rcolorata.hap1.chr",17306,575126
"Rcolorata.hap1.chr",24030,576415
"Rcolorata.hap1.chr",27141,329066
"Rcolorata.hap1.chr",53878,576747
"Rcolorata.hap1.chr",27719,616821
"Rcolorata.hap1.chr",1338,94088
"Rcolorata.hap1.chr",22356,651937
"Rcolorata.hap1.chr",22838,643579
"Rcolorata.hap1.chr",29190,454701
"Rcolorata.hap1.chr",15086,560432
"Rcolorata.hap1.chr",40600,383112
"Rcolorata.hap1.chr",39490,717884
"Rcolorata.hap1.chr",20482,281407
"Rcolorata.hap1.chr",22862,386085
"Rcolorata.hap1.chr",13174,355245
"Rcolorata.hap1.chr",47280,735343
"Rcolorata.hap1.chr",14716,310738
"Rcolorata.hap1.chr",29353,594548
"Rcolorata.hap1.chr",13810,748694
"Rcolorata.hap1.chr",15146,484704
"Rcolorata.hap1.chr",15434,571255
"Rcolorata.hap1.chr",21777,195947
"Rcolorata.hap1.chr",17554,414970
"Rcolorata.hap1.chr",36982,322820
"Rcolorata.hap1.chr",19179,1124482
"Rcolorata.hap1.chr",49045,622768
"Rcolorata.hap1.chr",17196,177653
"Rcolorata.hap1.chr",49445,856385
"Rcolorata.hap1.chr",28816,441129
"Rcolorata.hap1.chr",19519,880967
"Rcolorata.hap1.chr",30083,702433
"Rcolorata.hap1.chr",1182,91744
"Rcolorata.hap1.chr",16255,366118
"Rcolorata.hap1.chr",27781,445609
"Rcolorata.hap1.chr",24888,551391
"Rcolorata.hap1.chr",76008,705806
"Rcolorata.hap1.chr",1832,317075
"Rcolorata.hap1.chr",30520,1064916
"Rcolorata.hap1.chr",25837,356510
"Rcolorata.hap1.chr",60337,458618
"Rcolorata.hap1.chr",22956,486083
"Rcolorata.hap1.chr",30768,976569
"Rcolorata.hap1.chr",25176,482495
"Rcolorata.hap1.chr",24691,584627
"Rcolorata.hap1.chr",32384,359995
"Rcolorata.hap1.chr",27830,507141
"Rcolorata.hap1.chr",37236,572631
"Rcolorata.hap1.chr",22692,794269
"Rcolorata.hap1.chr",67967,498491
"Rcolorata.hap1.chr",25719,466177
"Rcolorata.hap1.chr",28488,232663
"Rcolorata.hap1.chr",21804,569124
"Rcolorata.hap1.chr",32983,1788434
"Rcolorata.hap1.chr",26540,524029
"Rcolorata.hap1.chr",39542,848199
"Rcolorata.hap1.chr",18206,391914
"Rcolorata.hap1.chr",26464,942850
"Rcolorata.hap1.chr",19435,140229
"Rcolorata.hap1.chr",27294,264611
"Rcolorata.hap1.chr",13817,478081
"Rcolorata.hap1.chr",23655,623222
"Rcolorata.hap1.chr",16145,1133223
"Rcolorata.hap1.chr",48283,NA
"Rcolorata.hap1.chr",18897,1364291
"Rcolorata.hap1.chr",19996,607048
"Rcolorata.hap1.chr",24208,812882
"Rcolorata.hap1.chr",26810,224969
"Rcolorata.hap1.chr",32964,390425
"Rcolorata.hap1.chr",21139,755490
"Rcolorata.hap1.chr",21923,424056
"Rcolorata.hap1.chr",29121,550889
"Rcolorata.hap1.chr",34177,109332
"Rcolorata.hap1.chr",24463,988857
"Rcolorata.hap1.chr",22595,346372
"Rcolorata.hap1.chr",69952,765780
"Rcolorata.hap1.chr",48423,468887
"Rcolorata.hap1.chr",11464,598295
"Rcolorata.hap1.chr",53159,1186639
"Rcolorata.hap1.chr",38864,966290
"Rcolorata.hap1.chr",20476,342235
"Rcolorata.hap1.chr",12591,331672
"Rcolorata.hap1.chr",1728,815927
"Rcolorata.hap1.chr",54231,848536
"Rcolorata.hap1.chr",22080,393323
"Rcolorata.hap1.chr",10471,96601
"Rcolorata.hap1.chr",13267,188226
"Rcolorata.hap1.chr",28797,351978
"Rcolorata.hap1.chr",22127,304473
"Rcolorata.hap1.chr",33997,379625
"Rcolorata.hap1.chr",15622,464867
"Rcolorata.hap1.chr",17290,132988
"Rcolorata.hap1.chr",1047,281597
"Rcolorata.hap1.chr",25989,595437
"Rcolorata.hap1.chr",2022,264329
"Rcolorata.hap1.chr",30255,497419
"Rcolorata.hap1.chr",28382,196171
"Rcolorata.hap1.chr",14716,611038
"Rcolorata.hap1.chr",31162,856931
"Rcolorata.hap1.chr",35091,209407
"Rcolorata.hap1.chr",30943,542243
"Rcolorata.hap1.chr",22802,350220
"Rcolorata.hap1.chr",53487,858365
"Rcolorata.hap1.chr",16113,771460
"Rcolorata.hap1.chr",24482,602439
"Rcolorata.hap1.chr",18478,641153
"Rcolorata.hap1.chr",16569,516554
"Rcolorata.hap1.chr",1974,246564
"Rcolorata.hap1.chr",12881,726463
"Rcolorata.hap1.chr",46242,530921
"Rcolorata.hap1.chr",20760,1127209
"Rcolorata.hap1.chr",32183,768622
"Rcolorata.hap1.chr",22280,354641
"Rcolorata.hap1.chr",24312,277160
"Rcolorata.hap1.chr",14600,179753
"Rcolorata.hap1.chr",17558,165513
"Rcolorata.hap1.chr",31535,1376390
"Rcolorata.hap1.chr",26416,703728
"Rcolorata.hap1.chr",29797,799387
"Rcolorata.hap1.chr",27409,282090
"Rcolorata.hap1.chr",6821,476486
"Rcolorata.hap1.chr",1177,119516
"Rcolorata.hap1.chr",19749,105966
"Rcolorata.hap1.chr",16373,570925
"Rcolorata.hap1.chr",26338,537119
"Rcolorata.hap1.chr",12951,712147
"Rcolorata.hap1.chr",25865,853330
"Rcolorata.hap1.chr",32954,485791
"Rcolorata.hap1.chr",18942,535194
"Rcolorata.hap1.chr",19258,359940
"Rcolorata.hap1.chr",14409,382075
"Rcolorata.hap1.chr",62950,457187
"Rcolorata.hap1.chr",32990,945099
"Rcolorata.hap1.chr",27573,721412
"Rcolorata.hap1.chr",39624,993315
"Rcolorata.hap1.chr",29508,288230
"Rcolorata.hap1.chr",19610,371425
"Rcolorata.hap1.chr",23678,196787
"Rcolorata.hap1.chr",3550,1670290
"Rcolorata.hap1.chr",17509,492917
"Rcolorata.hap1.chr",30212,584202
"Rcolorata.hap1.chr",35256,546127
"Rcolorata.hap1.chr",62422,467301
"Rcolorata.hap1.chr",19591,365870
"Rcolorata.hap1.chr",36353,749172
"Rcolorata.hap1.chr",18066,197221
"Rcolorata.hap1.chr",1015,485969
"Rcolorata.hap1.chr",15303,603759
"Rcolorata.hap1.chr",21344,521160
"Rcolorata.hap1.chr",27995,905213
"Rcolorata.hap1.chr",15341,481795
"Rcolorata.hap1.chr",28428,360474
"Rcolorata.hap1.chr",21355,526475
"Rcolorata.hap1.chr",12830,354829
"Rcolorata.hap1.chr",22453,1058362
"Rcolorata.hap1.chr",23786,462225
"Rcolorata.hap1.chr",19740,400164
"Rcolorata.hap1.chr",14406,502678
"Rcolorata.hap1.chr",33390,959710
"Rcolorata.hap1.chr",50853,317565
"Rcolorata.hap1.chr",8538,588435
"Rcolorata.hap1.chr",24441,472046
"Rcolorata.hap1.chr",18960,707644
"Rcolorata.hap1.chr",29616,298217
"Rcolorata.hap1.chr",1563,303364
"Rcolorata.hap1.chr",23779,665956
"Rcolorata.hap1.chr",25163,492579
"Rcolorata.hap1.chr",48433,1251592
"Rcolorata.hap1.chr",26772,792819
"Rcolorata.hap1.chr",47091,862776
"Rcolorata.hap1.chr",16062,356426
"Rcolorata.hap1.chr",25136,696698
"Rcolorata.hap1.chr",10010,118817
"Rcolorata.hap1.chr",2330,201826
"Rcolorata.hap1.chr",18592,1308573
"Rcolorata.hap1.chr",20042,139926
"Rcolorata.hap1.chr",5659,502182
"Rcolorata.hap1.chr",25882,345864
"Rcolorata.hap1.chr",3042,362537
"Rcolorata.hap1.chr",23770,262898
"Rcolorata.hap1.chr",37618,1050289
"Rcolorata.hap1.chr",37585,1602510
"Rcolorata.hap1.chr",26789,526593
"Rcolorata.hap1.chr",13870,533634
"Rcolorata.hap1.chr",21863,953530
"Rcolorata.hap1.chr",34305,356564
"Rcolorata.hap1.chr",988,306433
"Rcolorata.hap1.chr",21590,196516
"Rcolorata.hap1.chr",18050,193110
"Rcolorata.hap1.chr",17077,333206
"Rcolorata.hap1.chr",19773,354022
"Rcolorata.hap1.chr",60565,227914
"Rcolorata.hap1.chr",17455,552421
"Rcolorata.hap1.chr",11638,509600
"Rcolorata.hap1.chr",27825,412712
"Rcolorata.hap1.chr",39669,1525017
"Rcolorata.hap1.chr",39950,761184
"Rcolorata.hap1.chr",28264,253496
"Rcolorata.hap1.chr",23172,789097
"Rcolorata.hap1.chr",24519,1266280
"Rcolorata.hap1.chr",824,114263
"Rcolorata.hap1.chr",32656,1341431
"Rcolorata.hap1.chr",28566,944013
"Rcolorata.hap1.chr",22992,254420
"Rcolorata.hap1.chr",28033,588543
"Rcolorata.hap1.chr",25484,783741
"Rcolorata.hap1.chr",21225,350600
"Rcolorata.hap1.chr",37311,500751
"Rcolorata.hap1.chr",2354,1346473
"Rcolorata.hap1.chr",16388,NA
"Rcolorata.hap1.chr",3526,76110
"Rcolorata.hap1.chr",11511,1132997
"Rcolorata.hap1.chr",13368,290847
"Rcolorata.hap1.chr",25111,751159
"Rcolorata.hap1.chr",30289,992111
"Rcolorata.hap1.chr",40296,674069
"Rcolorata.hap1.chr",31783,283424
"Rcolorata.hap1.chr",22512,413933
"Rcolorata.hap1.chr",30340,482404
"Rcolorata.hap1.chr",33045,525403
"Rcolorata.hap1.chr",1881,179365
"Rcolorata.hap1.chr",23117,693596
"Rcolorata.hap1.chr",29107,636909
"Rcolorata.hap1.chr",49956,427211
"Rcolorata.hap1.chr",20747,416970
"Rcolorata.hap1.chr",25546,305886
"Rcolorata.hap1.chr",3488,186375
"Rcolorata.hap1.chr",25753,623659
"Rcolorata.hap1.chr",17003,641532
"Rcolorata.hap1.chr",12172,291749
"Rcolorata.hap1.chr",28332,364935
"Rcolorata.hap1.chr",867,477695
"Rcolorata.hap1.chr",24941,506015
"Rcolorata.hap1.chr",21640,848798
"Rcolorata.hap1.chr",630,722708
"Rcolorata.hap1.chr",27286,381261
"Rcolorata.hap1.chr",22849,839853
"Rcolorata.hap1.chr",16949,440569
"Rcolorata.hap1.chr",54838,556992
"Rcolorata.hap1.chr",14233,181876
"Rcolorata.hap1.chr",13355,612745
"Rcolorata.hap1.chr",29965,392378
"Rcolorata.hap1.chr",32234,121217
"Rcolorata.hap1.chr",1172,1030531
"Rcolorata.hap1.chr",20553,1105063
"Rcolorata.hap1.chr",24659,165289
"Rcolorata.hap1.chr",6899,324145
"Rcolorata.hap1.chr",37113,567510
"Rcolorata.hap1.chr",12505,262373
"Rcolorata.hap1.chr",28234,165347
"Rcolorata.hap1.chr",6421,382281
"Rcolorata.hap1.chr",22886,690819
"Rcolorata.hap1.chr",25941,782826
"Rcolorata.hap1.chr",27178,456899
"Rcolorata.hap1.chr",23694,641343
"Rcolorata.hap1.chr",18067,481602
"Rcolorata.hap1.chr",30864,486644
"Rcolorata.hap1.chr",25735,647731
"Rcolorata.hap1.chr",23888,411211
"Rcolorata.hap1.chr",12742,355681
"Rcolorata.hap1.chr",21430,785391
"Rcolorata.hap1.chr",20791,414033
"Rcolorata.hap1.chr",18276,471849
"Rcolorata.hap1.chr",31177,223555
"Rcolorata.hap1.chr",32559,819530
"Rcolorata.hap1.chr",25435,634474
"Rcolorata.hap1.chr",21738,341197
"Rcolorata.hap1.chr",5998,272096
"Rcolorata.hap1.chr",28051,622777
"Rcolorata.hap1.chr",18466,611610
"Rcolorata.hap1.chr",35415,551024
"Rcolorata.hap1.chr",26335,408510
"Rcolorata.hap1.chr",26664,463064
"Rcolorata.hap1.chr",22657,322128
"Rcolorata.hap1.chr",6231,360830
"Rcolorata.hap1.chr",52601,809079
"Rcolorata.hap1.chr",26936,463758
"Rcolorata.hap1.chr",19466,315968
"Rcolorata.hap1.chr",29541,252590
"Rcolorata.hap1.chr",40557,391998
"Rcolorata.hap1.chr",31346,115983
"Rcolorata.hap1.chr",10958,547812
"Rcolorata.hap1.chr",4894,352697
"Rcolorata.hap1.chr",16190,726778
"Rcolorata.hap1.chr",32267,326046
"Rcolorata.hap1.chr",16391,319969
"Rcolorata.hap1.chr",24730,382706
"Rcolorata.hap1.chr",30186,567142
"Rcolorata.hap1.chr",33497,657139
"Rcolorata.hap1.chr",37078,439402
"Rcolorata.hap1.chr",72691,933465
"Rcolorata.hap1.chr",22395,483234
"Rcolorata.hap1.chr",22112,222845
"Rcolorata.hap1.chr",63768,569638
"Rcolorata.hap1.chr",23572,453171
"Rcolorata.hap1.chr",30626,452382
"Rcolorata.hap1.chr",19665,446758
"Rcolorata.hap1.chr",10316,744842
"Rcolorata.hap1.chr",33611,211919
"Rcolorata.hap1.chr",24120,574090
"Rcolorata.hap1.chr",59654,470487
"Rcolorata.hap1.chr",3787,251874
"Rcolorata.hap1.chr",24958,412673
"Rcolorata.hap1.chr",11763,264529
"Rcolorata.hap1.chr",27583,330442
"Rcolorata.hap1.chr",59173,515630
"Rcolorata.hap1.chr",21328,517660
"Rcolorata.hap1.chr",14822,178270
"Rcolorata.hap1.chr",38468,829262
"Rcolorata.hap1.chr",1138,139295
"Rcolorata.hap1.chr",21057,315661
"Rcolorata.hap1.chr",16870,301812
"Rcolorata.hap1.chr",32547,364257
"Rcolorata.hap1.chr",23509,800822
"Rcolorata.hap1.chr",26971,175206
"Rcolorata.hap1.chr",16058,422021
"Rcolorata.hap1.chr",10793,793643
"Rcolorata.hap1.chr",8747,183664
"Rcolorata.hap1.chr",42943,426531
"Rcolorata.hap1.chr",23321,463478
"Rcolorata.hap1.chr",14205,121710
"Rcolorata.hap1.chr",26425,192996
"Rcolorata.hap1.chr",56725,675237
"Rcolorata.hap1.chr",29927,370072
"Rcolorata.hap1.chr",15752,511083
"Rcolorata.hap1.chr",31519,683217
"Rcolorata.hap1.chr",48113,175380
"Rcolorata.hap1.chr",1125,1050268
"Rcolorata.hap1.chr",45853,154336
"Rcolorata.hap1.chr",6095,372294
"Rcolorata.hap1.chr",22788,153171
"Rcolorata.hap1.chr",19006,79769
"Rcolorata.hap1.chr",2253,68175
"Rcolorata.hap1.chr",12789,596682
"Rcolorata.hap1.chr",20402,513341
"Rcolorata.hap1.chr",50369,239306
"Rcolorata.hap1.chr",18582,861763
"Rcolorata.hap1.chr",17359,99127
"Rcolorata.hap1.chr",4155,243238
"Rcolorata.hap1.chr",35226,884836
"Rcolorata.hap1.chr",35749,621497
"Rcolorata.hap1.chr",29797,387138
"Rcolorata.hap1.chr",33885,522518
"Rcolorata.hap1.chr",25083,557938
"Rcolorata.hap1.chr",64608,473037
"Rcolorata.hap1.chr",19825,574205
"Rcolorata.hap1.chr",32744,83316
"Rcolorata.hap1.chr",441,559069
"Rcolorata.hap1.chr",27191,372711
"Rcolorata.hap1.chr",29004,970252
"Rcolorata.hap1.chr",35290,428352
"Rcolorata.hap1.chr",30511,621860
"Rcolorata.hap1.chr",33108,345324
"Rcolorata.hap1.chr",24900,777030
"Rcolorata.hap1.chr",27039,508010
"Rcolorata.hap1.chr",28024,281335
"Rcolorata.hap1.chr",42124,527896
"Rcolorata.hap1.chr",34872,369345
"Rcolorata.hap1.chr",16828,419986
"Rcolorata.hap1.chr",33597,308953
"Rcolorata.hap1.chr",44983,644334
"Rcolorata.hap1.chr",15973,410427
"Rcolorata.hap1.chr",10619,1248610
"Rcolorata.hap1.chr",15280,884901
"Rcolorata.hap1.chr",13075,202413
"Rcolorata.hap1.chr",25062,637130
"Rcolorata.hap1.chr",19168,785796
"Rcolorata.hap1.chr",22790,644204
"Rcolorata.hap1.chr",18630,1730836
"Rcolorata.hap1.chr",29548,204262
"Rcolorata.hap1.chr",20030,541933
"Rcolorata.hap1.chr",37475,482769
"Rcolorata.hap1.chr",7872,376343
"Rcolorata.hap1.chr",19134,486571
"Rcolorata.hap1.chr",26340,366294
"Rcolorata.hap1.chr",16544,451245
"Rcolorata.hap1.chr",18599,668298
"Rcolorata.hap1.chr",56495,473283
"Rcolorata.hap1.chr",1418,384225
"Rcolorata.hap1.chr",13499,1368233
"Rcolorata.hap1.chr",35190,468472
"Rcolorata.hap1.chr",17017,309936
"Rcolorata.hap1.chr",816,669717
"Rcolorata.hap1.chr",37134,647092
"Rcolorata.hap1.chr",17365,116295
"Rcolorata.hap1.chr",2869,858379
"Rcolorata.hap1.chr",25686,NA
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",19833,122670
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",628,584648
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",12608,554285
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",29148,559105
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",12256,267427
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",55877,381883
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",22500,720122
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",6118,717732
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",16378,878693
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",15172,203617
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",29303,382698
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",8824,197796
"Rhync_austrobrasiliensis_6344D.hic.hap1.chr",4578,710771
